,smiles,solvent,logsol
31334,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CCCCCCCCO,-13.305085014219625
12705,COc1cccc(C=O)c1O,CCCO,-0.5896884721917154
23521,N=C(Nc1ccccc1)Nc1ccccc1,CCOC(C)=O,-2.746687084717128
37363,CC(=O)N1CCC[C@H]1C(=O)O,CCC(C)O,-2.391853560752228
5943,NC(=O)c1cccnc1,CCO,-2.9249197253500663
13819,Nc1cccc(C(=O)O)c1,CCCCO,-4.673556098854556
48009,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCCCOC(C)=O,-4.951894799073656
43485,Nc1ccc(Oc2ccc(N)cc2)cc1,CN(C)C=O,-2.1169357461074165
1256,CC[C@@H](C(N)=O)N1CCCC1=O,CO,-1.846426870570364
47109,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,COC(C)=O,-2.9169395775888924
44657,Nc1cccc(Cl)c1C(=O)O,OCCO,-3.1622592244493046
47132,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,COC(C)=O,-9.028018815182229
36093,CCOc1ccc(NC(C)=O)cc1,C1CCOC1,-3.2302907276835
5440,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CCO,-8.334871634622283
3047,Nc1cc(-c2ccncc2)c[nH]c1=O,CO,-9.106881663607952
23037,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCOC(C)=O,-4.683131727457804
47095,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,COC(C)=O,-3.133134003423281
27754,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CC(C)O,-6.687335433589523
851,O=C1C=CC(=O)N1c1ccccc1Br,CO,-3.3351287816924504
44677,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,OCCO,-3.0447124557757097
52938,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCC,-6.506967760425084
31950,COc1cc2nc(Cl)nc(N)c2cc1OC,Cc1ccccc1,-11.281813744006842
13747,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCCCO,-4.374058465024705
10331,CCOC(=O)[C@@H]1CSCN1.Cl,CCCO,-4.427024000604617
35252,COC(=O)[C@H](N)c1ccc(O)cc1,CCCCCO,-6.83906912119369
32268,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Cc1ccccc1,-7.9748689005908755
38612,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccccc1,C1COCCO1,-5.184274650507376
38706,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,C1COCCO1,-6.93471546056492
9531,N=C(Nc1ccccc1)Nc1ccccc1,CCO,-3.3156620935558925
24289,O=C(Nc1ccccc1)c1ccccc1,CC#N,-4.903037283498238
21620,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCOC(C)=O,-2.105621259463221
37899,O=C(O)c1cccc([N+](=O)[O-])c1O,C1COCCO1,-3.1333864388527863
45840,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,C1CCCCC1,-5.408355471756974
7844,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CCO,-3.0514564223263525
8774,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CCO,-13.69772752230789
10036,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CCCO,-8.025550387067021
23600,Nc1ccc(N2CCOCC2=O)cc1,CCOC(C)=O,-5.96423856085439
27674,CC(=O)N[C@@H](CC(C)C)C(=O)O,CC(C)O,-3.4654159539888063
43929,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CN(C)C=O,-2.199126384625816
28450,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,CC(C)O,-8.801547473775344
34319,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CC(C)CO,-7.107182303679031
37912,CCOC(=O)[C@@H]1CSCN1.Cl,C1COCCO1,-7.044721134055294
24324,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CC#N,-7.064409089027514
30809,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,CC(C)O,-4.533780189901418
20393,O=C(O)c1cccc(C(=O)O)n1,CCOC(C)=O,-6.139964555426426
42096,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,O,-3.8608547188537465
38364,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,C1COCCO1,-6.93471546056492
41381,O=C(NCCO[N+](=O)[O-])c1cccnc1,O,-8.143906981672307
5148,COc1cc([N+](=O)[O-])ccc1N,CCO,-5.056941046972767
45167,CC(=O)Nc1ccccc1[N+](=O)[O-],C1CCCCC1,-5.896518069799028
14182,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCCO,-9.26079191547228
42234,CCOc1ccccc1C(N)=O,CCCOC(C)=O,-4.594329162810216
12463,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCO,-4.305065593537753
45244,Oc1ccc(OCc2ccccc2)cc1,C1CCCCC1,-5.531511253715748
13776,O=C(O)c1cccc([N+](=O)[O-])c1O,CCCCO,-2.762084089594696
26806,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CC#N,-5.363175938896533
22585,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CCOC(C)=O,-4.528209144851963
27375,O=C(O)c1cccc([N+](=O)[O-])c1O,CC(C)O,-2.679608527470907
49624,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,ClC(Cl)Cl,-4.29768548624013
8212,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,CCO,-9.510095025662231
27911,O=C1C=CC(=O)N1c1ccccc1Br,CC(C)O,-3.81217767045843
19829,Nc1nc(N)nc(NC2CC2)n1,CC(C)=O,-7.124544064658339
40709,O=C(O)c1ccc(Cl)cc1C(=O)O,O,-1.9303321190919949
34080,N[C@H](Cc1c[nH]cn1)C(=O)O,CC(C)CO,-7.070509530283563
30669,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,CC(C)O,-4.586348431747504
31796,O=C(O)c1ccc(C(=O)O)cc1,O=C1CCCCC1,-8.60384099814191
148,Cc1c(N)cccc1C(=O)O,CO,-4.775247016365609
16735,CCOC(=O)[C@@H]1CSCN1.Cl,CC(C)=O,-7.9633080781898
11091,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CCCO,-10.67308390525948
42254,O=C(O)c1cccc(O)c1O,CCCOC(C)=O,-2.8454175128951227
31923,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,Cc1ccccc1,-8.947976107508692
20112,Cc1cc(Cl)cc(C(=O)O)c1N,CCOC(C)=O,-4.674734649374001
713,NC(N)=NC(N)=NCCc1ccccc1,CO,-5.235530378449272
13882,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CCCCO,-8.295931409520046
21489,CC(=O)c1ccc([N+](=O)[O-])cc1,CCOC(C)=O,-1.5159475693467614
23067,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CCOC(C)=O,-4.292185930674092
16779,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CC(C)=O,-7.196771574447054
9356,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-7.96907178290655
40180,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,O,-6.742240840504564
43832,c1ccc(-c2nnn[nH]2)cc1,CN(C)C=O,-1.1763576372929625
47189,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,COC(C)=O,-8.597319235895522
14464,N#CCc1ccccc1[N+](=O)[O-],CCCCO,-4.347431989909382
14398,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,CCCCO,-4.814041078015582
16252,C/C=C/C=C/C(=O)O,CCCCO,-2.226457732606495
23343,COc1cc(Cl)nc(N)n1,CCOC(C)=O,-3.97496280520202
34140,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CC(C)CO,-5.09407125233829
45325,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,C1CCCCC1,-10.404032866894562
2979,COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,CO,-5.6146732995844255
29882,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CC(C)O,-8.646732562771223
40051,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,O,-11.71381840734962
11546,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCCO,-3.04934404300264
31325,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CCCCCCCCO,-14.269011115110995
425,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CO,-5.854569318528816
1490,Cc1cc(C)nc(Nc2ccccc2)n1,CO,-3.471834461261596
26480,CC(C)c1ncc[nH]1,CC#N,-3.093565633902754
49188,CCOc1ccccc1C(N)=O,CCOC=O,-4.19114184721944
11006,N#CCc1ccccc1[N+](=O)[O-],CCCO,-4.19571305661039
21299,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CCOC(C)=O,-5.157165086792153
24352,Cc1cc(Cl)cc(C(=O)O)c1N,CC#N,-6.226680679656461
20588,Cc1c(Br)cccc1C(=O)O,CCOC(C)=O,-2.948085620086638
3096,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CO,-8.673847001461613
38057,CN(C)Cc1c[nH]c2ccccc12,C1COCCO1,-2.775152004642946
14330,Cc1cnc(C(=O)O)cn1,CCCCO,-10.72902392114182
49526,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],ClC(Cl)Cl,-10.39451054900594
24431,O=C(O)[C@@H]1CSCN1,CC#N,-9.944309547056385
31162,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CCCCCCCCO,-5.776998536987461
42939,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CN(C)C=O,-2.264326380876956
29832,O=C1C=CC(=O)N1c1ccccc1Br,CC(C)O,-3.81217767045843
25388,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CC#N,-6.649244583830636
31140,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCCCCCCCO,-10.484020588726938
27073,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CC(C)O,-8.247166054203177
47679,O=C(O)COc1ccc(Cl)cc1,CCCCOC(C)=O,-3.252432608397044
50038,Nc1cccc(Cl)c1C(=O)O,CCCCCCCO,-3.385816279623853
42850,CN(C)/C=C/C(=O)c1cccnc1,CN(C)C=O,-1.391950325976048
4548,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCO,-5.446121561316431
45831,CC1=NN(c2ccc(C)cc2)C(=O)C1,C1CCCCC1,-6.659333920483659
985,CN(C)/C=C/C(=O)c1cccnc1,CO,-3.1544935659389326
42199,O=C(O)COc1ccc(Cl)cc1,CCCOC(C)=O,-3.223888366691745
6102,CC(=O)c1cccc([N+](=O)[O-])c1,CCO,-4.147112627760756
21541,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,CCOC(C)=O,-2.952672784093544
11148,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CCCO,-10.743743598134284
37767,NS(=O)(=O)Cc1noc2ccccc12,C1COCCO1,-3.178934217775253
39223,CCOC(=O)[C@@H]1CSCN1.Cl,O,-2.088135222448569
35651,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,C1CCOC1,-7.292829697442567
33553,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Cc1ccccc1,-5.847364203134225
20120,Cc1c(N)cccc1C(=O)O,CCOC(C)=O,-6.359633870472449
6380,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,CCO,-10.031320924046012
28629,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CC(C)O,-6.381844017798105
24045,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],ClCCl,-4.78466653743569
17276,CN(C)/C=C/C(=O)c1cccnc1,CC(C)=O,-4.366153285517592
50008,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,ClC(Cl)Cl,-2.3573581188413373
3876,COc1cc(Cl)nc(N)n1,CO,-5.374982451483522
42485,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CN(C)C=O,-4.193391715823335
16227,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,CCCCO,-4.373027250877081
13711,c1ccc2[nH]c(-c3cscn3)nc2c1,CCCCO,-5.929053286986585
30140,S=C(Nc1ccccc1)Nc1ccccc1,CC(C)O,-6.1511639258656565
16695,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CC(C)=O,-3.798694320121143
26662,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC#N,-10.770988120240853
5799,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCO,-6.673711353199639
14630,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCCCO,-5.860401197597839
15413,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,CCCCO,-10.437923041941252
33824,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,CC(C)CO,-6.715483391335014
19762,O=P([O-])([O-])OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O.[Na+].[Na+],CC(C)=O,-8.642756414391583
43329,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CN(C)C=O,-3.6769508832486624
15121,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,CCCCO,-2.442422038181845
31492,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCCCO,-6.367759277916367
43517,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,CN(C)C=O,-6.482487543577793
26959,CCOc1ccccc1C(N)=O,CC#N,-4.323757726549906
45502,Cc1cc(C)nc(Nc2ccccc2)n1,C1CCCCC1,-4.152821491981077
44832,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,OCCO,-5.433221129012838
41560,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,O,-10.258164493812188
48371,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,CCCCCC,-11.56421875935778
8250,O=C1C=CC(=O)N1c1ccccc1Br,CCO,-3.550161534802114
52838,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Cc1ccccc1,-1.9183912901617648
39067,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,O,-1.7265336843103476
34738,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,CC(C)CO,-1.5141277326297755
37963,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,C1COCCO1,-6.937204687207425
703,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CO,-4.244465372890485
30466,Nc1cc(Cl)ccc1C(=O)O,CC(C)O,-3.8599050511660393
38737,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],C1COCCO1,-5.254109111883716
21522,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,CCOC(C)=O,-4.024072509236769
16487,O=C(Nc1ccccc1)c1ccccc1,CC(C)=O,-3.7035870829862105
39236,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,O,-7.421919804013642
51395,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,ClCCCl,-16.068353559063507
3314,CCOc1cc(C=O)ccc1O,CO,-1.18090753139494
30224,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CC(C)O,-3.8912404662456175
43281,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc(Cl)cc1,CN(C)C=O,-5.381698975487088
25124,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CC#N,-4.422848629194137
24700,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CC#N,-8.236535733901421
37650,CC(=O)Nc1ccc(C(=O)O)cc1,CCC(C)O,-4.671203156592529
13921,CC(=O)N1CCC[C@H]1C(=O)O,CCCCO,-2.433833379604
33916,CC(=O)NCC(=O)O,CC(C)CO,-5.839602197798736
37207,Cc1ccc([N+](=O)[O-])c(C(=O)O)c1,CCC(C)O,-1.375156616709435
40873,O=C(O)c1ccc(O)c(O)c1,O,-6.080907970034349
4526,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,CCO,-7.013115794639964
4719,c1ccc2[nH]c(-c3cscn3)nc2c1,CCO,-6.2549093951957175
14670,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CCCCO,-9.496689999194183
13720,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CCCCO,-3.027429360297245
26132,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CC#N,-5.132294582723585
5126,CN(C)Cc1c[nH]c2ccccc12,CCO,-5.393265611858554
30115,COC(=O)[C@H](N)c1ccc(O)cc1,CC(C)O,-6.420833079297705
47537,O=C(O)COc1ccc(Cl)cc1Cl,COC(C)=O,-2.241489993634235
34036,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CC(C)CO,-10.099502436462084
12550,O=C(O)COc1ccc(Cl)cc1Cl,CCCO,-2.033321606066283
48095,COC(=O)/C=C/c1ccc(O)c(OC)c1,CC(C)(C)O,-1.7031992922485748
8522,O=Cc1ccc(C(=O)O)cc1,CCO,-4.164981641821542
24252,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CC#N,-6.45286528754645
4406,Nc1ccc(Oc2ccc(N)cc2)cc1,CO,-6.17490673157064
6665,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1.O.O.O,CCO,-5.598072020234087
13473,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCCCO,-4.715878307972513
11556,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],CCCO,-8.785072636571838
31101,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CCCCCCCCO,-10.89234897724512
33891,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CC(C)CO,-3.899600485429589
34053,NC(N)=NC(N)=NCCc1ccccc1,CC(C)CO,-6.577732366040832
11101,O=C(O)Cc1c[nH]c2ccccc12,CCCO,-10.77959649477745
14560,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CCCCO,-7.60110247954475
23863,O=C(O)[C@@H]1CSCN1,ClCCl,-8.138756755695992
21100,Cc1cccc(C(=O)O)c1N,CCOC(C)=O,-2.78304318014364
31374,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,CCCCCCCCO,-9.352249618158876
49198,O=C(Nc1ccccc1)c1ccccc1O,CCOC=O,-3.397838030605739
49780,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,ClC(Cl)Cl,-11.081792610113489
27337,CC1=NN(c2ccccc2)C(=O)C1,CC(C)O,-3.620809675212548
41950,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,O,-9.217364986913148
667,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CO,-6.907755278982137
39163,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,O,-3.0610177402526206
4826,O=C(O)c1cccc(C(=O)O)n1,CCO,-4.772879030414201
42726,O=C(O)c1cccnc1Cl,CN(C)C=O,-1.2340884282305595
35022,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCCCO,-3.9460969857618977
16853,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CC(C)=O,-4.25804065489289
20780,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,CCOC(C)=O,-5.477444032445472
12626,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCO,-7.85527871328739
5026,Oc1ccc(OCc2ccccc2)cc1,CCO,-2.610061792774006
26897,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,CC#N,-3.617489458027263
38713,CC(=O)Nc1ccc(C(=O)O)cc1,C1COCCO1,-5.535813424086647
45196,Nc1cccc(Cl)c1C(=O)O,C1CCCCC1,-8.772085441045027
45040,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,OCCO,-10.15554511401498
38867,COc1cc(Cl)nc(N)n1,C1COCCO1,-3.1658091039315086
8967,COc1cccc(C=O)c1O,CCO,-0.4867836292857527
35587,O=C(O)c1cccc(C(=O)O)n1,C1CCOC1,-5.4710054743737535
5672,NC(=O)c1ccc([N+](=O)[O-])cc1,CCO,-5.652139241504362
46773,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,c1ccccc1,-7.937774776184635
9987,COC(=O)[C@@H](N)CS.Cl,CCCO,-4.234296522649546
35478,CCn1c2ccccc2c2ccccc21,CCCCCO,-3.352407217492724
20857,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,CCOC(C)=O,-5.795897763564007
19915,O=C(O)CN(CC(=O)O)CP(=O)(O)O,CC(C)=O,-8.206405130249982
37856,O=C(O)[C@@H]1CSCN1,C1COCCO1,-7.647994067075933
14640,N#CCc1ccc([N+](=O)[O-])cc1,CCCCO,-5.552951584953617
39541,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,O,-6.475972862556599
13496,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,CCCCO,-7.418580902748128
5119,CN(C)Cc1c[nH]c2ccccc12,CCO,-3.220627357907007
7579,O=C(O)c1ccc(Cl)cc1Cl,CCO,-2.668877566027738
3442,CC(=O)Nc1ccc(C(=O)O)cc1,CO,-4.665769808117021
20285,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CCOC(C)=O,-1.820158943749753
33907,COc1cc2c(cc1OC)C(=O)CC2,CC(C)CO,-3.255825119646479
41541,O=Cc1ccc(C(=O)O)cc1,O,-9.736956681648495
14377,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CCCCO,-5.693139314557722
5169,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CCO,-8.369204313702788
47824,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],CCCCOC(C)=O,-9.32015523798339
33459,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,-5.127731065972503
36361,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CCC(C)=O,-4.99481115874937
20359,O=C(O)c1cccc([N+](=O)[O-])c1O,CCOC(C)=O,-2.361274089342725
16158,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,CCCCO,-5.598882064830831
8231,CCCc1cc(=O)[nH]c(=S)[nH]1,CCO,-5.128743382576585
15143,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,CCCCO,-2.528620321178794
48366,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,CCCCCC,-8.947976107508692
48461,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCCCCC,-5.0416616727013785
43984,C/C=C/C(=O)O,CN(C)C=O,-0.4962654724346609
28035,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CC(C)O,-4.219227744368791
