,smiles,solvent,logsol
16158,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,CCCCO,-5.598882064830831
51047,Cc1ccc[n+](C[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,CC(=O)CC(C)=O,-7.99839939800107
25265,Nc1cccc2c(N)cccc12,CC#N,-4.969301430603278
8231,CCCc1cc(=O)[nH]c(=S)[nH]1,CCO,-5.128743382576585
15143,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,CCCCO,-2.528620321178794
50619,N#CCc1ccc([N+](=O)[O-])cc1,CC(=O)O,-3.9352916323675005
48366,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,CCCCCC,-8.947976107508692
50795,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CC(=O)O,-2.64930970607961
50964,C/C=C/C(=O)O,CC(=O)O,-0.8749088940953859
48461,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCCCCC,-5.0416616727013785
43984,C/C=C/C(=O)O,CN(C)C=O,-0.49626547243466096
28035,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CC(C)O,-4.219227744368791
20711,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCOC(C)=O,-9.249081200292613
14658,O=C(O)c1cc2ccccc2cc1O,CCCCO,-3.3644797987269928
446,COc1cc2c(cc1OC)C(=O)CC2,CO,-3.4517225500813753
51867,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,COCCO,-4.4447534645821865
47705,CCOc1ccccc1C(N)=O,CCCCOC(C)=O,-4.721591649005343
46792,CP(=O)(O)c1ccccc1,c1ccccc1,-2.514541454917691
51250,O=[N+]([O-])N(CCO)CCO.O=[N+]([O-])O.O=[N+]([O-])O,ClCCCl,-0.4452719930265518
9100,c1ccc(-c2nnn[nH]2)cc1,CCO,-3.8185326623408073
34818,CSCCC(NC(C)=O)C(=O)O,CCCCCO,-3.0678729513316734
39347,Oc1ccc(OCc2ccccc2)cc1,O,-10.982297213908058
28373,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CC(C)O,-7.120082537862498
49637,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],ClC(Cl)Cl,-4.985981218833803
10489,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CCCO,-4.874226794316708
52533,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CCCCCOC(C)=O,-6.92510491731725
42571,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CN(C)C=O,-0.9869814724969244
4587,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,CCO,-7.520244556524628
17460,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CC(C)=O,-6.19676818029386
27702,COc1cc([N+](=O)[O-])ccc1N,CC(C)O,-5.314446748477921
27409,O=C(O)c1cccc(C(=O)O)n1,CC(C)O,-4.913054965757392
35466,O=C(O)CN(CC(=O)O)CP(=O)(O)O,CCCCCO,-8.588689193121308
25255,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CC#N,-10.822782793430582
39660,NC(=O)c1ccc([N+](=O)[O-])cc1,O,-7.190118189956318
3852,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CO,-3.882949757942439
48744,Cc1ccc(NC2=NCCC3(CCCCC3)S2)cc1Cl,CCCCCC,-11.120883377194204
34960,CN(C)Cc1c[nH]c2ccccc12,CCCCCO,-6.082221110378866
13792,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CCCCO,-6.107998363363934
15872,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCCCO,-4.8283137373023015
22128,O=P(Oc1ccccc1)(Oc1ccccc1)N1CCN(P(=O)(Oc2ccccc2)Oc2ccccc2)CC1,CCOC(C)=O,-6.707430097748608
27773,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CC(C)O,-9.14642704623253
44267,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CN1CCCC1=O,-9.153015305356913
30855,Clc1ncnc2[nH]ccc12,CC(C)O,-3.9200551771254104
46027,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CS(C)=O,-0.7314722948816132
16564,CSCCC(NC(C)=O)C(=O)O,CC(C)=O,-3.2973780530231585
25089,Cc1cnc(C(=O)O)cn1,CC#N,-12.015452285921524
41361,Nc1cc(-c2ccncc2)c[nH]c1=O,O,-13.38763185501921
47319,O=C(O)c1ccccc1,COC(C)=O,-1.546463113272712
26305,O=Cc1cc(Br)c(O)c(Br)c1,CC#N,-5.39990722230967
10524,Oc1ccc(OCc2ccccc2)cc1,CCCO,-2.745440590320769
10913,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCO,-3.9030632640566743
36221,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,C1CCOC1,-3.4975981559485096
43849,Cc1ccc(N)c([N+](=O)[O-])c1,CN(C)C=O,-1.6419611041396605
47787,NC(=O)c1cccnc1,CCCCOC(C)=O,-4.473571910631344
30607,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CC(C)O,-6.406979991069647
8581,COc1cc(N)nc(OC)n1,CCO,-3.6757658149685533
9909,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CCO,-5.999496718805246
6582,O=C(O)c1ccc(O)c(O)c1,CCO,-3.0057826094074924
3953,Cc1ccc(C(C)C)c(O)c1,CO,-0.30421804109188044
11084,Nc1cccc2cccc(N)c12,CCCO,-2.1111386284230904
9381,CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-3.3659267675802362
21030,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCOC(C)=O,-7.521352180784073
27485,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CC(C)O,-7.959579406151488
38607,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc(Br)cc1,C1COCCO1,-5.315870525795626
20128,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,CCOC(C)=O,-9.511445464760104
1118,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CO,-10.240920250252465
4114,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,CO,-7.02350288752645
34638,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CC(C)CO,-5.701784471993528
13445,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CCCCO,-7.660652463947856
11577,COC(=O)c1c(C)cc(O)c(C)c1O,CCCO,-2.1955260207006377
4994,O=C(O)Cc1ccccc1[N+](=O)[O-],CCO,-2.9646212785289383
17844,O=C(O)/C=C/c1ccc(O)cc1,CC(C)=O,-3.061872076058536
10741,N[C@H](Cc1c[nH]cn1)C(=O)O,CCCO,-7.1819290014091255
24679,CC(=O)N1CCC[C@H]1C(=O)O,CC#N,-2.886519188580675
15395,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CCCCO,-4.911695346241352
43624,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CN(C)C=O,-3.2903718265732707
14495,N#CCC(N)=O,CCCCO,-5.010285355331968
42682,Cc1c(Br)cccc1C(=O)O,CN(C)C=O,-1.3545244130310883
32222,Nc1cccc2c(N)cccc12,Cc1ccccc1,-6.892866666488386
3027,O=C1C=CC(=O)N1c1ccccc1Br,CO,-3.3351287816924504
3884,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CO,-7.005368107849137
16800,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CC(C)=O,-6.3089187778934335
22246,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,CCOC(C)=O,-5.266295580525299
12674,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCCO,-4.8358420037230925
26907,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,CC#N,-5.708996041709089
19388,Nc1ccc([N+](=O)[O-])cc1N,CC(C)=O,-3.459038381352005
3255,N#Cc1ccc([N+](=O)[O-])cc1,CO,-4.843681214433423
30336,c1ccc(-c2nnn[nH]2)cc1,CC(C)O,-3.874245641094116
52297,COc1cc(C(=O)O)cc(OC)c1O,CCCCCCO,-5.339139361068292
13315,Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],CCCO,-4.440079566122499
13189,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCCO,-3.8387725436885534
9327,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CCO,-7.625195152111127
42597,Nc1nc(=O)[nH]cc1F,CN(C)C=O,-6.252309965606203
38413,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,C1COCCO1,-9.40271226462364
27835,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,CC(C)O,-7.749402467860526
19312,c1ccc2c(c1)sc1ccccc12,CC(C)=O,-2.425883309338539
22071,O=[N+]([O-])c1cccc(Cl)c1Cl,CCOC(C)=O,-0.38301891927833437
30967,O=C(O)CN(CC(=O)O)CP(=O)(O)O,CC(C)O,-9.41001156710525
38201,Nc1nnn[nH]1,C1COCCO1,-3.4185470199972685
22530,COC(=O)/C=C/c1ccc(O)cc1,CCOC(C)=O,-2.4580699958344407
44727,O=Cc1ccc(O)c(Br)c1,OCCO,-4.373265129005309
11129,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CCCO,-6.735484058041684
44471,CCCc1cc(=O)[nH]c(=S)[nH]1,CN1CCCC1=O,-2.1706800221141074
15341,Nc1cccnn1,CCCCO,-3.825845309187094
5770,Cc1nc(C)c(C)nc1C,CCO,-1.6798603767306461
22535,COC(=O)/C=C/c1ccc(O)c(OC)c1,CCOC(C)=O,-1.5269366909223567
925,Nc1nnn[nH]1,CO,-6.954846886515988
46329,CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,CS(C)=O,-4.351303462031041
35596,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,C1CCOC1,-1.939192761307789
52543,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCOC(C)=O,-4.087567577943077
4780,Cl.N=C(N=C(N)N)N1CCOCC1,CCO,-5.638556689738493
19259,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CC(C)=O,-3.7260414878027044
53886,O=C(O)c1ccc(C(=O)O)cc1,CC(=O)c1ccccc1,-11.445266816496414
49208,O=C(O)c1cccc(O)c1O,CCOC=O,-3.4373428282985086
4236,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,CO,-1.3026887772650937
13289,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,CCCO,-4.83710224333538
21680,O=C1NC23NC(=O)NC2(N1)C(=O)NC3=O,CCOC(C)=O,-8.696918122362925
26697,CC1=NN(c2ccc(C)cc2)C(=O)C1,CC#N,-4.156007222614208
53799,c1ccc2c(c1)oc1ccccc12,CC(C)OC(C)C,-1.6971768267421072
32436,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,Cc1ccccc1,-3.116770601931047
30922,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,CC(C)O,-4.889471313613756
4416,C/C=C/C(=O)O,CO,-1.1017171036215885
7357,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CCO,-9.7191679930795
12501,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CCCO,-8.568486485803788
12588,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCO,-4.523590198995668
31090,O=Cc1ccc(O)c(Br)c1,CCCCCCCCO,-3.623841057934714
48714,Cc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,-7.877974352881847
8349,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CCO,-8.151508953319917
8783,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,CCO,-5.484406009911235
49371,Cc1ccc(N)c([N+](=O)[O-])c1,Clc1ccccc1,-3.1681827105526827
37851,COc1cc2nc(Cl)nc(N)c2cc1OC,C1COCCO1,-8.605478106283808
45435,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,C1CCCCC1,-10.593439842199555
38684,O=C1OC(=O)C2C3C=CC(O3)C12,C1COCCO1,-3.16853923797936
22540,COC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,CCOC(C)=O,-2.1464364105041143
27747,O=C(O)c1cccnc1Cl,CC(C)O,-4.4794189806825315
34017,C[C@H](N)C(=O)O,CC(C)CO,-8.010375589047786
1610,O=C(O)CS.[Na],CO,-6.531375751769069
39901,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,O,-2.7014371158319643
13063,O=Cc1ccc(C=O)cc1,CCCO,-3.6639917386061573
43380,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],CN(C)C=O,-2.581267781649026
46976,Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],c1ccccc1,-2.981099851509679
45108,O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,OCCO,-7.834601524795809
9831,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,CCO,-4.859675413745315
37022,Cc1cc([N+](=O)[O-])ccc1N,CCC(C)=O,-1.9064971466984781
45511,CC(=O)c1cccc([N+](=O)[O-])c1,C1CCCCC1,-5.704182554677541
17129,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CC(C)=O,-4.576582729136179
38383,Nc1nc(Cl)cc(Cl)n1,C1COCCO1,-4.006883286452106
2128,CCNc1nc(Cl)nc(NC(C)C)n1,CO,-5.619487283160807
14504,Cc1cccc(C(=O)O)c1N,CCCCO,-3.5002445352633895
50108,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCCO,-6.507637777200568
20479,CC(=O)N1CCC[C@H]1C(=O)O,CCOC(C)=O,-4.645992180508347
50095,O=c1nc[nH]c2[nH]ncc12,CCCCCCCO,-8.194747439028166
2370,CP(=O)(O)c1ccccc1,CO,-1.0694419113683298
38856,Cn1cnc([N+](=O)[O-])c1Cl,C1COCCO1,-4.193723006202379
33942,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CC(C)CO,-4.87082987440538
12923,Nc1cc(Cl)ccc1C(=O)O,CCCO,-3.9205593364504323
8016,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,CCO,-8.334871634622283
16861,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CC(C)=O,-4.535644123339481
20446,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CCOC(C)=O,-1.3664917338237108
4168,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,CO,-4.454175910940809
32421,O=C(O)Cc1ccccc1Cl,Cc1ccccc1,-2.328313241566777
1263,O=C(O)c1cc2ccccc2cc1O,CO,-4.017383521085972
27883,N=C(N)NC(N)=S,CC(C)O,-5.617696525743072
24373,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,CC#N,-8.811564252018815
20881,Cc1nc(N)nc(N)n1,CCOC(C)=O,-6.681416836771408
50861,O=c1cc(CO)occ1O,CC(=O)O,-3.8907508701526066
43651,O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,CN(C)C=O,-4.326781160447903
32165,O=Cc1cc([N+](=O)[O-])ccc1O,Cc1ccccc1,-4.021279991365096
14433,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCCCO,-9.942436302674702
52503,O=C(O)c1ccccc1,CCCCCOC(C)=O,-1.720369473141382
8119,c1nc[nH]n1,CCO,-1.5862097863148932
35549,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,C1CCOC1,-7.6687103191473245
52553,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCCCCOC(C)=O,-5.02981811351303
17763,O=C(c1ccccc1)C(O)c1ccccc1,CC(C)=O,-4.224681063950104
9998,CC1(C)NC(=O)NC1=O,CCCO,-2.913415231064777
51078,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CCC(=O)O,-7.22205514933821
44492,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CN1CCCC1=O,-3.193208078119623
29929,Cc1cc(=O)oc2cc(N)ccc12,CC(C)O,-6.277547898196066
49109,COc1cc(CO)ccc1O,CC(C)CCO,-3.499913354601313
46133,O=[N+]([O-])N1CN2CN(C1)CN([N+](=O)[O-])C2,CS(C)=O,-13.50833472944153
23856,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],ClCCl,-3.6936910111111585
34242,O=C(O)c1cc2ccccc2cc1O,CC(C)CO,-3.87907190528846
2998,CN(C)C(=N)N=C(N)N.Cl,CO,-4.25804065489289
30879,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,CC(C)O,-5.444499876726118
23449,Cc1cccc([N+](=O)[O-])c1N,CCOC(C)=O,-1.6286207318508743
1500,CC(=O)c1cccc([N+](=O)[O-])c1,CO,-4.001947712956133
33128,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,Cc1ccccc1,-4.348359777203397
42361,Nc1nc2ccc(OC(F)(F)F)cc2s1,CCCOC(C)=O,-0.9201481622014598
25527,O=c1nc[nH]c2[nH]ncc12,CC#N,-8.340722048300458
42900,N#CCC(N)=O,CN(C)C=O,-1.1239300966523995
42830,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CN(C)C=O,-0.9983145673527458
26722,Cc1ccc(C(C)C)c(O)c1,CC#N,-0.23281517101094082
9291,Cn1cnc([N+](=O)[O-])c1Cl,CCO,-5.390651977750832
11120,NC(=O)c1ccc(N)cc1,CCCO,-5.141142692176038
45234,O=C(O)Cc1ccc([N+](=O)[O-])cc1,C1CCCCC1,-10.09780072218246
15980,COc1cc(CO)ccc1O,CCCCO,-3.2365307601069215
28547,O=c1nc[nH]c2[nH]ncc12,CC(C)O,-9.095227564875678
15794,S=C(Nc1ccccc1)Nc1ccccc1,CCCCO,-5.676945820702642
25274,Nc1cccc2cccc(N)c12,CC#N,-1.7933607505950289
47146,CC(=O)N1CCC[C@H]1C(=O)O,COC(C)=O,-4.222632582523632
21480,CC(=O)c1cccc([N+](=O)[O-])c1,CCOC(C)=O,-1.6565295199679508
14079,CN(C)Cc1c[nH]c2ccccc12,CCCCO,-5.903820037255936
14172,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,CCCCO,-5.782501059367606
51838,O=P(O)(O)c1ccccc1,COCCO,-0.9228874424034678
36422,CC(=O)N1CCC[C@H]1C(=O)O,CCC(C)=O,-3.741015208534465
53502,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,-,-3.586322865788844
37484,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,CCC(C)O,-3.9574911934752928
17421,NC(=O)c1ccc(N)cc1,CC(C)=O,-4.55638002181866
1979,O=C(O)c1ccc(O)c(O)c1,CO,-2.7275388776860727
22187,O=C1c2ccccc2C(=O)c2c(Cl)cccc21,CCOC(C)=O,-4.834206063007139
42773,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,CN(C)C=O,-3.372609924810243
22952,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,CCOC(C)=O,-4.051285072761654
38329,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C1COCCO1,-6.507637777200568
40829,O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N6CCOCC6)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N3CCOCC3)n2)cc1.[Na+].[Na+].[Na+].[Na+],O,-6.325260368525787
27731,Nc1ccc(Cl)cc1[N+](=O)[O-],CC(C)O,-3.6805145377823085
45259,Cc1c(Br)cccc1C(=O)O,C1CCCCC1,-6.425329129737844
5046,O=c1[nH]c2ccccc2c(=O)o1,CCO,-6.207136083583491
37231,O=C(O)[C@@H]1C[C@@H](O)CN1,CCC(C)O,-8.703522769607732
16150,Cc1ccc(C(C)C)c(O)c1,CCCCO,-0.4889010663501991
50440,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,CC(=O)N(C)C,-2.8824035882469876
21921,CC1(C)COC(=O)[C@@H]1O,CCOC(C)=O,-0.807436326962073
27858,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,CC(C)O,-5.769922277160746
50189,O=c1[nH]c2ccccc2c(=O)o1,CC(=O)OC(C)C,-5.968138721804485
28100,N[C@H](CC(=O)O)C(=O)O,CC(C)O,-7.949042501030977
24342,O=C(O)COc1ccc(Cl)cc1,CC#N,-4.141436169755951
22597,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CCOC(C)=O,-10.211644478177295
39521,Cc1nc(N)nc(N)n1,O,-8.163021377695623
45519,CC(=O)c1ccc([N+](=O)[O-])cc1,C1CCCCC1,-5.466499359788272
32859,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Cc1ccccc1,-1.6514898296659697
20562,O=c1[nH]c2ccccc2c(=O)o1,CCOC(C)=O,-5.440341866577454
26151,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,CC#N,-5.647874842717905
12833,Cc1cc(C)[nH]n1,CCCO,-1.6917331551609305
3463,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,CO,-6.049093659944618
27391,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CC(C)O,-7.289015698393484
16476,COC(=O)[C@@H](N)CS.Cl,CC(C)=O,-6.980325971816972
31316,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCCCCCCCO,-12.547436828231815
51988,CP(=O)(O)c1ccccc1,CCOCCO,-1.2416746715099476
556,O=c1[nH]c2ccccc2c(=O)o1,CO,-6.0194525836481505
15751,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CCCCO,-8.408338786504155
35271,Nc1nc2ccc(OC(F)(F)F)cc2s1,CCCCCO,-1.3308974978996029
40523,CCC(N)=O,O,-1.1542307124311217
4069,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,-4.231539801399945
50047,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CCCCCCCO,-5.146111433658706
19280,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CC(C)=O,-3.58787641849757
43291,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccccc1,CN(C)C=O,-4.615220521841593
23849,O=C(O)[C@@H]1C[C@@H](O)CN1,ClCCl,-7.57914096776057
33983,O=C([O-])/C=C/C(=O)O.[Na+],CC(C)CO,-11.030499315725935
29920,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CC(C)O,-4.700030467012051
44814,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,OCCO,-3.7705234431544463
1005,N#Cc1cccc([N+](=O)[O-])c1C#N,CO,-5.39990722230967
35521,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,C1CCOC1,-5.88890795878289
49143,Nc1nc(N)nc(NC2CC2)n1,CC(C)CCO,-6.869496566865046
32055,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,Cc1ccccc1,-4.256628225279548
14253,O=C1C=CC(=O)N1c1ccccc1Br,CCCCO,-4.2205882887963515
997,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,CO,-5.726948752688041
3709,Cc1cc(C)[nH]n1,CO,-1.8438952236485835
5984,Nc1nc(Cl)cc(Cl)n1,CCO,-6.141822428696544
10925,Cc1n[nH]c2cc([N+](=O)[O-])ccc12,CCCO,-4.528209144851963
46462,c1ccc(OP2(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=N2)cc1,CCOCC,-4.028556821684098
16495,Nc1ccc(S(N)(=O)=O)cc1,CC(C)=O,-2.3274107144297016
4381,O=C1C=CC(=O)O1,CO,-2.6327572170667786
40082,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,O,-15.699385316100134
